Contest,Candidate Issue,Party,District Name,Total Votes,% of Total Votes
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Andrew Yang,DM10,"City of Lockport 3/1, 3/2, 3/3 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Andrew Yang,DM10,"City of Lockport 4/1, 4/2, 4/3, 4/4 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Andrew Yang,DM10,"City of Lockport 5/1, 5/2, 5/3, 5/4 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Andrew Yang,DM10,"Town of Cambria 1,2,3,4 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Andrew Yang,DM10,"Town of Hartland 1,2,3 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Andrew Yang,DM10,"Town of Lewiston 1,2,3,10,11,12,13,14 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Andrew Yang,DM10,"Town of Lewiston 4,5,6,7,8,9 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Andrew Yang,DM10,"Town of Lockport 1,2,15, 16 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Andrew Yang,DM10,"Town of Lockport 3,4,5,10,11,12,13,14 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Andrew Yang,DM10,"Town of Lockport 6, 7, 8, 9 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Andrew Yang,DM10,"Town of Newfane 1,2,3,4,5,6,7,8 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Andrew Yang,DM10,"Town of Niagara 1,2,3,4,5,6,7 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Andrew Yang,DM10,"Town of Pendleton 1,2,3,4,5,6 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Andrew Yang,DM10,"Town of Porter 1,2,3,4,5,6 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Andrew Yang,DM10,"Town of Royalton 1,2,3,4,5,6 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Andrew Yang,DM10,"Town of Somerset 1, 2 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Andrew Yang,DM10,"Town of Wheatfield 1,2,3,4,6,7 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Andrew Yang,DM10,"Town of Wheatfield 5 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Andrew Yang,DM10,"Town of Wheatfield 8 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Andrew Yang,DM10,"Town of Wheatfield 9 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Andrew Yang,DM10,"Town of Wheatfield 10,11,12,13,14 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Andrew Yang,DM10,"Town of Wilson 1,2,3,4,5 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Andrew Yang,DM10,"City of Niagara Falls 3/4, 3/5, 3/8 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Andrew Yang,DM10,"City of Niagara Falls 3/13 ",2,6.25
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Andrew Yang,DM10,"City of Lockport 1/1, 1/2, 1/3, 1/4 ",6,2.21
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Andrew Yang,DM10,"City of Lockport 2/1, 2/2, 2/3, 2/4 ",5,1.32
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Andrew Yang,DM10,"City of Lockport 3/1, 3/2, 3/3 ",4,1.71
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Andrew Yang,DM10,"City of Lockport 4/1, 4/2, 4/3, 4/4 ",8,3.10
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Andrew Yang,DM10,"City of Lockport 5/1, 5/2, 5/3, 5/4 ",6,1.75
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Andrew Yang,DM10,"Town of Cambria 1, 2, 3, 4 ",7,1.80
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Andrew Yang,DM10,"Town of Hartland 1, 2, 3 ",10,5.56
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Andrew Yang,DM10,"Town of Lewiston 1, 2, 3, 10, 11, 12, 13, 14 ",11,1.16
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Andrew Yang,DM10,"Town of Lewiston 4, 5, 6, 7, 8, 9 ",6,0.97
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Andrew Yang,DM10,"Town of Lockport 1, 2, 15, 16 ",6,1.90
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Andrew Yang,DM10,"Town of Lockport 3, 4, 5, 10, 11, 12, 13, 14 ",9,1.21
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Andrew Yang,DM10,"Town of Lockport 6, 7, 8, 9 ",2,0.64
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Andrew Yang,DM10,"Town of Newfane 1, 2, 3, 4, 5, 6, 7, 8 ",10,1.85
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Andrew Yang,DM10,"Town of Niagara 1, 2, 3, 4, 5, 6, 7 ",5,0.83
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Andrew Yang,DM10,"Town of Pendleton 1, 2, 3, 4, 5, 6 ",11,2.14
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Andrew Yang,DM10,"Town of Porter 1, 2, 3, 4, 5, 6 ",12,2.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Andrew Yang,DM10,"Town of Royalton 1, 2, 3, 4, 5, 6 ",10,2.82
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Andrew Yang,DM10,"Town of Somerset 1, 2 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Andrew Yang,DM10,"Town of Wheatfield 1, 2, 3, 4, 5, 6, 7, 8, 9 ",8,1.03
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Andrew Yang,DM10,"Town of Wheatfield 10, 11, 12, 13, 14 ",14,2.05
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Andrew Yang,DM10,"Town of Wilson 1, 2, 3, 4, 5 ",7,1.91
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Andrew Yang,DM10,"City of Niagara Falls 3/13 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Andrew Yang,DM10,"City of Lockport 1/1, 1/2, 1/3, 1/4 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Andrew Yang,DM10,"City of Lockport 2/1, 2/2, 2/3, 2/4 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Andrew Yang,DM10,"City of Lockport 3/1, 3/2, 3/3 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Andrew Yang,DM10,"City of Lockport 4/1, 4/2, 4/3, 4/4 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Andrew Yang,DM10,"City of Lockport 5/1, 5/2, 5/3, 5/4 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Andrew Yang,DM10,"Town of Cambria 1, 2, 3, 4 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Andrew Yang,DM10,"Town of Hartland 1, 2, 3 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Andrew Yang,DM10,"Town of Lewiston 1, 2, 3, 10, 11, 12, 13, 14 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Andrew Yang,DM10,"Town of Lewiston 4, 5, 6, 7, 8, 9 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Andrew Yang,DM10,"Town of Lockport 1, 2, 15, 16 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Andrew Yang,DM10,"Town of Lockport 3, 4, 5, 10, 11, 12, 13, 14 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Andrew Yang,DM10,"Town of Lockport 6, 7, 8, 9 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Andrew Yang,DM10,"Town of Newfane 1, 2, 3, 4, 5, 6, 7, 8 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Andrew Yang,DM10,"Town of Niagara 1, 2, 3, 4, 5, 6, 7 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Andrew Yang,DM10,"Town of Pendleton 1, 2, 3, 4, 5, 6 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Andrew Yang,DM10,"Town of Porter 1, 2, 3, 4, 5, 6 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Andrew Yang,DM10,"Town of Royalton 1, 2, 3, 4, 5, 6 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Andrew Yang,DM10,"Town of Somerset 1, 2 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Andrew Yang,DM10,"Town of Wheatfield 1, 2, 3, 4, 5, 6, 7, 8, 9 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Andrew Yang,DM10,"Town of Wheatfield 10, 11, 12, 13, 14 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Andrew Yang,DM10,"Town of Wilson 1, 2, 3, 4, 5 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Andrew Yang,DM10,"Town of Wheatfield 1, 2, 3, 4, 5, 6, 7, 8, 9 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Andrew Yang,DM10,"Town of Wheatfield 10, 11, 12, 13, 14 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Deval Patrick,DM11,"City of Niagara Falls 3/4, 3/5, 3/8 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Deval Patrick,DM11,"City of Niagara Falls 3/13 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Deval Patrick,DM11,"City of Lockport 1/1, 1/2, 1/3, 1/4 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Deval Patrick,DM11,"City of Lockport 2/1, 2/2, 2/3, 2/4 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Deval Patrick,DM11,"City of Lockport 3/1, 3/2, 3/3 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Deval Patrick,DM11,"City of Lockport 4/1, 4/2, 4/3, 4/4 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Deval Patrick,DM11,"City of Lockport 5/1, 5/2, 5/3, 5/4 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Deval Patrick,DM11,"Town of Cambria 1,2,3,4 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Deval Patrick,DM11,"Town of Hartland 1,2,3 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Deval Patrick,DM11,"Town of Lewiston 1,2,3,10,11,12,13,14 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Deval Patrick,DM11,"Town of Lewiston 4,5,6,7,8,9 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Deval Patrick,DM11,"Town of Lockport 1,2,15, 16 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Deval Patrick,DM11,"Town of Lockport 3,4,5,10,11,12,13,14 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Deval Patrick,DM11,"Town of Lockport 6, 7, 8, 9 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Deval Patrick,DM11,"Town of Newfane 1,2,3,4,5,6,7,8 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Deval Patrick,DM11,"Town of Niagara 1,2,3,4,5,6,7 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Deval Patrick,DM11,"Town of Pendleton 1,2,3,4,5,6 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Deval Patrick,DM11,"Town of Porter 1,2,3,4,5,6 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Deval Patrick,DM11,"Town of Royalton 1,2,3,4,5,6 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Deval Patrick,DM11,"Town of Somerset 1, 2 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Deval Patrick,DM11,"Town of Wheatfield 1,2,3,4,6,7 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Deval Patrick,DM11,"Town of Wheatfield 5 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Deval Patrick,DM11,"Town of Wheatfield 8 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Deval Patrick,DM11,"Town of Wheatfield 9 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Deval Patrick,DM11,"Town of Wheatfield 10,11,12,13,14 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Deval Patrick,DM11,"Town of Wilson 1,2,3,4,5 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Deval Patrick,DM11,"City of Niagara Falls 3/4, 3/5, 3/8 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Deval Patrick,DM11,"City of Niagara Falls 3/13 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Deval Patrick,DM11,"City of Lockport 1/1, 1/2, 1/3, 1/4 ",3,1.11
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Deval Patrick,DM11,"City of Lockport 2/1, 2/2, 2/3, 2/4 ",3,0.79
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Deval Patrick,DM11,"City of Lockport 3/1, 3/2, 3/3 ",4,1.71
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Deval Patrick,DM11,"City of Lockport 4/1, 4/2, 4/3, 4/4 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Deval Patrick,DM11,"City of Lockport 5/1, 5/2, 5/3, 5/4 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Deval Patrick,DM11,"Town of Cambria 1, 2, 3, 4 ",4,1.03
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Deval Patrick,DM11,"Town of Hartland 1, 2, 3 ",3,1.67
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Deval Patrick,DM11,"Town of Lewiston 1, 2, 3, 10, 11, 12, 13, 14 ",6,0.63
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Deval Patrick,DM11,"Town of Lewiston 4, 5, 6, 7, 8, 9 ",8,1.30
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Deval Patrick,DM11,"Town of Lockport 1, 2, 15, 16 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Deval Patrick,DM11,"Town of Lockport 3, 4, 5, 10, 11, 12, 13, 14 ",4,0.54
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Deval Patrick,DM11,"Town of Lockport 6, 7, 8, 9 ",2,0.64
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Deval Patrick,DM11,"Town of Newfane 1, 2, 3, 4, 5, 6, 7, 8 ",5,0.92
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Deval Patrick,DM11,"Town of Niagara 1, 2, 3, 4, 5, 6, 7 ",8,1.33
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Deval Patrick,DM11,"Town of Pendleton 1, 2, 3, 4, 5, 6 ",3,0.58
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Deval Patrick,DM11,"Town of Porter 1, 2, 3, 4, 5, 6 ",4,0.67
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Deval Patrick,DM11,"Town of Royalton 1, 2, 3, 4, 5, 6 ",5,1.41
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Deval Patrick,DM11,"Town of Somerset 1, 2 ",1,0.87
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Deval Patrick,DM11,"Town of Wheatfield 1, 2, 3, 4, 5, 6, 7, 8, 9 ",6,0.77
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Deval Patrick,DM11,"Town of Wheatfield 10, 11, 12, 13, 14 ",3,0.44
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Deval Patrick,DM11,"Town of Wilson 1, 2, 3, 4, 5 ",3,0.82
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Deval Patrick,DM11,"City of Niagara Falls 3/13 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Deval Patrick,DM11,"City of Lockport 1/1, 1/2, 1/3, 1/4 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Deval Patrick,DM11,"City of Lockport 2/1, 2/2, 2/3, 2/4 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Deval Patrick,DM11,"City of Lockport 3/1, 3/2, 3/3 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Deval Patrick,DM11,"City of Lockport 4/1, 4/2, 4/3, 4/4 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Deval Patrick,DM11,"City of Lockport 5/1, 5/2, 5/3, 5/4 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Deval Patrick,DM11,"Town of Cambria 1, 2, 3, 4 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Deval Patrick,DM11,"Town of Hartland 1, 2, 3 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Deval Patrick,DM11,"Town of Lewiston 1, 2, 3, 10, 11, 12, 13, 14 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Deval Patrick,DM11,"Town of Lewiston 4, 5, 6, 7, 8, 9 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Deval Patrick,DM11,"Town of Lockport 1, 2, 15, 16 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Deval Patrick,DM11,"Town of Lockport 3, 4, 5, 10, 11, 12, 13, 14 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Deval Patrick,DM11,"Town of Lockport 6, 7, 8, 9 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Deval Patrick,DM11,"Town of Newfane 1, 2, 3, 4, 5, 6, 7, 8 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Deval Patrick,DM11,"Town of Niagara 1, 2, 3, 4, 5, 6, 7 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Deval Patrick,DM11,"Town of Pendleton 1, 2, 3, 4, 5, 6 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Deval Patrick,DM11,"Town of Porter 1, 2, 3, 4, 5, 6 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Deval Patrick,DM11,"Town of Royalton 1, 2, 3, 4, 5, 6 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Deval Patrick,DM11,"Town of Somerset 1, 2 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Deval Patrick,DM11,"Town of Wheatfield 1, 2, 3, 4, 5, 6, 7, 8, 9 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Deval Patrick,DM11,"Town of Wheatfield 10, 11, 12, 13, 14 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Deval Patrick,DM11,"Town of Wilson 1, 2, 3, 4, 5 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Deval Patrick,DM11,"Town of Wheatfield 1, 2, 3, 4, 5, 6, 7, 8, 9 ",0,0.00
PRESIDENT OF THE UNITED STATES - 27th Congressional District - Democratic,Deval Patrick,DM11,"Town of Wheatfield 10, 11, 12, 13, 14 ",0,0.00
DELEGATES TO NATIONAL CONVENTION 26th Congressional District - Democratic,Bryan G. Ball (M),DM1,"City of Niagara Falls 3/1,3/2, 3/3, 3/11 ",0,0.00
DELEGATES TO NATIONAL CONVENTION 26th Congressional District - Democratic,Bryan G. Ball (M),DM1,"City of Niagara Falls 3/4, 3/5, 3/8 ",0,0.00
DELEGATES TO NATIONAL CONVENTION 26th Congressional District - Democratic,Bryan G. Ball (M),DM1,"City of Niagara Falls 3/13 ",0,0.00
DELEGATES TO NATIONAL CONVENTION 26th Congressional District - Democratic,Bryan G. Ball (M),DM1,"City of Niagara Falls 3/6, 3/7, 3/9, 3/10, 3/12 ",0,0.00
DELEGATES TO NATIONAL CONVENTION 26th Congressional District - Democratic,Bryan G. Ball (M),DM1,"City of Niagara Falls 4/1 ",0,0.00
DELEGATES TO NATIONAL CONVENTION 26th Congressional District - Democratic,Bryan G. Ball (M),DM1,"City of Niagara Falls 4/2, 4/4 ",0,0.00
DELEGATES TO NATIONAL CONVENTION 26th Congressional District - Democratic,Bryan G. Ball (M),DM1,"City of Niagara Falls 4/3 ",0,0.00
DELEGATES TO NATIONAL CONVENTION 26th Congressional District - Democratic,Bryan G. Ball (M),DM1,"City of Niagara Falls 4/5, 4/6, 4/7, 4/8 ",0,0.00
DELEGATES TO NATIONAL CONVENTION 26th Congressional District - Democratic,Bryan G. Ball (M),DM1,"City of Niagara Falls 5/1, 5/2, 5/3 ",0,0.00
